dataset,filename,filepath,speaker,raw_label,emotion,sample_rate,duration,augmentation
ravdess,03-01-07-02-02-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-02-02-02-20.wav,20,07,Disgust,16000,2.4,noise_pitch
ravdess,03-01-08-01-01-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-01-01-20.wav,20,08,Surprise,16000,1.344,noise_pitch
ravdess,03-01-08-01-01-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-01-02-20.wav,20,08,Surprise,16000,1.632,noise_pitch
ravdess,03-01-08-01-02-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-02-01-20.wav,20,08,Surprise,16000,1.248,noise_pitch
ravdess,03-01-08-01-02-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-02-02-20.wav,20,08,Surprise,16000,1.28,noise_pitch
ravdess,03-01-08-02-01-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-01-01-20.wav,20,08,Surprise,16000,1.792,noise_pitch
ravdess,03-01-08-02-01-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-01-02-20.wav,20,08,Surprise,16000,1.312,noise_pitch
ravdess,03-01-08-02-02-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-02-01-20.wav,20,08,Surprise,16000,2.208,noise_pitch
ravdess,03-01-08-02-02-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-02-02-20.wav,20,08,Surprise,16000,1.536,noise_pitch
ravdess,03-01-01-01-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-01-01-21.wav,21,01,Neutral,16000,1.888,noise_pitch
ravdess,03-01-01-01-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-01-02-21.wav,21,01,Neutral,16000,2.048,noise_pitch
ravdess,03-01-01-01-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-02-01-21.wav,21,01,Neutral,16000,1.728,noise_pitch
ravdess,03-01-01-01-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-02-02-21.wav,21,01,Neutral,16000,1.728,noise_pitch
ravdess,03-01-03-01-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-01-01-21.wav,21,03,Happy,16000,1.92,noise_pitch
ravdess,03-01-03-01-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-01-02-21.wav,21,03,Happy,16000,1.824,noise_pitch
ravdess,03-01-03-01-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-02-01-21.wav,21,03,Happy,16000,1.76,noise_pitch
ravdess,03-01-03-01-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-02-02-21.wav,21,03,Happy,16000,1.888,noise_pitch
ravdess,03-01-03-02-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-01-01-21.wav,21,03,Happy,16000,1.888,noise_pitch
ravdess,03-01-03-02-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-01-02-21.wav,21,03,Happy,16000,2.016,noise_pitch
ravdess,03-01-03-02-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-02-01-21.wav,21,03,Happy,16000,1.728,noise_pitch
ravdess,03-01-03-02-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-02-02-21.wav,21,03,Happy,16000,1.824,noise_pitch
ravdess,03-01-04-01-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-01-01-01-21.wav,21,04,Sad,16000,2.56,noise_pitch
ravdess,03-01-04-01-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-01-01-02-21.wav,21,04,Sad,16000,2.848,noise_pitch
ravdess,03-01-04-01-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-01-02-01-21.wav,21,04,Sad,16000,2.24,noise_pitch
ravdess,03-01-04-01-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-01-02-02-21.wav,21,04,Sad,16000,2.336,noise_pitch
ravdess,03-01-04-02-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-02-01-01-21.wav,21,04,Sad,16000,2.272,noise_pitch
ravdess,03-01-04-02-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-02-01-02-21.wav,21,04,Sad,16000,2.432,noise_pitch
ravdess,03-01-04-02-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-02-02-01-21.wav,21,04,Sad,16000,2.368,noise_pitch
ravdess,03-01-04-02-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-04-02-02-02-21.wav,21,04,Sad,16000,2.24,noise_pitch
ravdess,03-01-05-01-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-01-01-01-21.wav,21,05,Angry,16000,2.208,noise_pitch
ravdess,03-01-05-01-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-01-01-02-21.wav,21,05,Angry,16000,2.112,noise_pitch
ravdess,03-01-05-01-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-01-02-01-21.wav,21,05,Angry,16000,2.112,noise_pitch
ravdess,03-01-05-01-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-01-02-02-21.wav,21,05,Angry,16000,2.016,noise_pitch
ravdess,03-01-05-02-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-02-01-01-21.wav,21,05,Angry,16000,2.368,noise_pitch
ravdess,03-01-05-02-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-02-01-02-21.wav,21,05,Angry,16000,2.496,noise_pitch
ravdess,03-01-05-02-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-02-02-01-21.wav,21,05,Angry,16000,2.144,noise_pitch
ravdess,03-01-05-02-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-05-02-02-02-21.wav,21,05,Angry,16000,2.24,noise_pitch
ravdess,03-01-06-01-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-01-01-01-21.wav,21,06,Fear,16000,2.016,noise_pitch
ravdess,03-01-06-01-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-01-01-02-21.wav,21,06,Fear,16000,1.984,noise_pitch
ravdess,03-01-06-01-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-01-02-01-21.wav,21,06,Fear,16000,2.304,noise_pitch
ravdess,03-01-06-01-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-01-02-02-21.wav,21,06,Fear,16000,2.208,noise_pitch
ravdess,03-01-06-02-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-02-01-01-21.wav,21,06,Fear,16000,2.016,noise_pitch
ravdess,03-01-06-02-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-02-01-02-21.wav,21,06,Fear,16000,1.92,noise_pitch
ravdess,03-01-06-02-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-02-02-01-21.wav,21,06,Fear,16000,1.856,noise_pitch
ravdess,03-01-06-02-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-06-02-02-02-21.wav,21,06,Fear,16000,1.728,noise_pitch
ravdess,03-01-07-01-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-01-01-01-21.wav,21,07,Disgust,16000,2.048,noise_pitch
ravdess,03-01-07-01-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-01-01-02-21.wav,21,07,Disgust,16000,2.176,noise_pitch
ravdess,03-01-07-01-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-01-02-01-21.wav,21,07,Disgust,16000,1.792,noise_pitch
ravdess,03-01-07-01-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-01-02-02-21.wav,21,07,Disgust,16000,1.728,noise_pitch
ravdess,03-01-07-02-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-02-01-01-21.wav,21,07,Disgust,16000,2.176,noise_pitch
ravdess,03-01-07-02-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-02-01-02-21.wav,21,07,Disgust,16000,2.144,noise_pitch
ravdess,03-01-07-02-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-02-02-01-21.wav,21,07,Disgust,16000,2.336,noise_pitch
ravdess,03-01-07-02-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-07-02-02-02-21.wav,21,07,Disgust,16000,2.048,noise_pitch
ravdess,03-01-08-01-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-01-01-01-21.wav,21,08,Surprise,16000,1.568,noise_pitch
ravdess,03-01-08-01-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-01-01-02-21.wav,21,08,Surprise,16000,1.568,noise_pitch
ravdess,03-01-08-01-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-01-02-01-21.wav,21,08,Surprise,16000,1.504,noise_pitch
ravdess,03-01-08-01-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-01-02-02-21.wav,21,08,Surprise,16000,1.664,noise_pitch
ravdess,03-01-08-02-01-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-02-01-01-21.wav,21,08,Surprise,16000,1.728,noise_pitch
ravdess,03-01-08-02-01-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-02-01-02-21.wav,21,08,Surprise,16000,1.728,noise_pitch
ravdess,03-01-08-02-02-01-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-02-02-01-21.wav,21,08,Surprise,16000,1.536,noise_pitch
ravdess,03-01-08-02-02-02-21.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-08-02-02-02-21.wav,21,08,Surprise,16000,1.632,noise_pitch
ravdess,03-01-01-01-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-01-01-01-01-22.wav,22,01,Neutral,16000,1.76,noise_pitch
ravdess,03-01-01-01-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-01-01-01-02-22.wav,22,01,Neutral,16000,1.6,noise_pitch
ravdess,03-01-01-01-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-01-01-02-01-22.wav,22,01,Neutral,16000,1.728,noise_pitch
ravdess,03-01-01-01-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-01-01-02-02-22.wav,22,01,Neutral,16000,1.696,noise_pitch
ravdess,03-01-03-01-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-01-01-01-22.wav,22,03,Happy,16000,1.952,noise_pitch
ravdess,03-01-03-01-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-01-01-02-22.wav,22,03,Happy,16000,1.536,noise_pitch
ravdess,03-01-03-01-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-01-02-01-22.wav,22,03,Happy,16000,1.6,noise_pitch
ravdess,03-01-03-01-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-01-02-02-22.wav,22,03,Happy,16000,1.6,noise_pitch
ravdess,03-01-03-02-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-02-01-01-22.wav,22,03,Happy,16000,1.76,noise_pitch
ravdess,03-01-03-02-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-02-01-02-22.wav,22,03,Happy,16000,1.888,noise_pitch
ravdess,03-01-03-02-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-02-02-01-22.wav,22,03,Happy,16000,1.76,noise_pitch
ravdess,03-01-03-02-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-03-02-02-02-22.wav,22,03,Happy,16000,2.016,noise_pitch
ravdess,03-01-04-01-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-01-01-01-22.wav,22,04,Sad,16000,1.728,noise_pitch
ravdess,03-01-04-01-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-01-01-02-22.wav,22,04,Sad,16000,1.824,noise_pitch
ravdess,03-01-04-01-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-01-02-01-22.wav,22,04,Sad,16000,1.824,noise_pitch
ravdess,03-01-04-01-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-01-02-02-22.wav,22,04,Sad,16000,1.792,noise_pitch
ravdess,03-01-04-02-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-02-01-01-22.wav,22,04,Sad,16000,1.824,noise_pitch
ravdess,03-01-04-02-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-02-01-02-22.wav,22,04,Sad,16000,1.76,noise_pitch
ravdess,03-01-04-02-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-02-02-01-22.wav,22,04,Sad,16000,1.824,noise_pitch
ravdess,03-01-04-02-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-04-02-02-02-22.wav,22,04,Sad,16000,1.952,noise_pitch
ravdess,03-01-05-01-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-01-01-01-22.wav,22,05,Angry,16000,1.792,noise_pitch
ravdess,03-01-05-01-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-01-01-02-22.wav,22,05,Angry,16000,1.824,noise_pitch
ravdess,03-01-05-01-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-01-02-01-22.wav,22,05,Angry,16000,1.952,noise_pitch
ravdess,03-01-05-01-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-01-02-02-22.wav,22,05,Angry,16000,2.112,noise_pitch
ravdess,03-01-05-02-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-02-01-01-22.wav,22,05,Angry,16000,1.888,noise_pitch
ravdess,03-01-05-02-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-02-01-02-22.wav,22,05,Angry,16000,1.888,noise_pitch
ravdess,03-01-05-02-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-02-02-01-22.wav,22,05,Angry,16000,2.176,noise_pitch
ravdess,03-01-05-02-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-05-02-02-02-22.wav,22,05,Angry,16000,2.208,noise_pitch
ravdess,03-01-06-01-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-01-01-01-22.wav,22,06,Fear,16000,1.696,noise_pitch
ravdess,03-01-06-01-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-01-01-02-22.wav,22,06,Fear,16000,1.728,noise_pitch
ravdess,03-01-06-01-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-01-02-01-22.wav,22,06,Fear,16000,1.856,noise_pitch
ravdess,03-01-06-01-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-01-02-02-22.wav,22,06,Fear,16000,1.664,noise_pitch
ravdess,03-01-06-02-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-02-01-01-22.wav,22,06,Fear,16000,1.632,noise_pitch
ravdess,03-01-06-02-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-02-01-02-22.wav,22,06,Fear,16000,1.632,noise_pitch
ravdess,03-01-06-02-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-02-02-01-22.wav,22,06,Fear,16000,1.728,noise_pitch
ravdess,03-01-06-02-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-06-02-02-02-22.wav,22,06,Fear,16000,1.696,noise_pitch
ravdess,03-01-07-01-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-01-01-01-22.wav,22,07,Disgust,16000,1.792,noise_pitch
ravdess,03-01-07-01-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-01-01-02-22.wav,22,07,Disgust,16000,1.984,noise_pitch
ravdess,03-01-07-01-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-01-02-01-22.wav,22,07,Disgust,16000,1.888,noise_pitch
ravdess,03-01-07-01-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-01-02-02-22.wav,22,07,Disgust,16000,1.888,noise_pitch
ravdess,03-01-07-02-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-02-01-01-22.wav,22,07,Disgust,16000,2.336,noise_pitch
ravdess,03-01-07-02-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-02-01-02-22.wav,22,07,Disgust,16000,2.176,noise_pitch
ravdess,03-01-07-02-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-02-02-01-22.wav,22,07,Disgust,16000,2.272,noise_pitch
ravdess,03-01-07-02-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-07-02-02-02-22.wav,22,07,Disgust,16000,2.688,noise_pitch
ravdess,03-01-08-01-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-01-01-01-22.wav,22,08,Surprise,16000,1.664,noise_pitch
ravdess,03-01-08-01-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-01-01-02-22.wav,22,08,Surprise,16000,1.696,noise_pitch
ravdess,03-01-08-01-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-01-02-01-22.wav,22,08,Surprise,16000,1.568,noise_pitch
ravdess,03-01-08-01-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-01-02-02-22.wav,22,08,Surprise,16000,1.696,noise_pitch
ravdess,03-01-08-02-01-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-02-01-01-22.wav,22,08,Surprise,16000,1.664,noise_pitch
ravdess,03-01-08-02-01-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-02-01-02-22.wav,22,08,Surprise,16000,1.792,noise_pitch
ravdess,03-01-08-02-02-01-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-02-02-01-22.wav,22,08,Surprise,16000,1.792,noise_pitch
ravdess,03-01-08-02-02-02-22.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_22/03-01-08-02-02-02-22.wav,22,08,Surprise,16000,1.696,noise_pitch
ravdess,03-01-01-01-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-01-01-01-01-23.wav,23,01,Neutral,16000,1.888,noise_pitch
ravdess,03-01-01-01-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-01-01-01-02-23.wav,23,01,Neutral,16000,1.824,noise_pitch
ravdess,03-01-01-01-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-01-01-02-01-23.wav,23,01,Neutral,16000,1.728,noise_pitch
ravdess,03-01-01-01-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-01-01-02-02-23.wav,23,01,Neutral,16000,1.888,noise_pitch
ravdess,03-01-03-01-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-01-01-01-23.wav,23,03,Happy,16000,1.408,noise_pitch
ravdess,03-01-03-01-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-01-01-02-23.wav,23,03,Happy,16000,1.312,noise_pitch
ravdess,03-01-03-01-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-01-02-01-23.wav,23,03,Happy,16000,1.344,noise_pitch
ravdess,03-01-03-01-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-01-02-02-23.wav,23,03,Happy,16000,1.344,noise_pitch
ravdess,03-01-03-02-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-02-01-01-23.wav,23,03,Happy,16000,1.248,noise_pitch
ravdess,03-01-03-02-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-02-01-02-23.wav,23,03,Happy,16000,1.248,noise_pitch
ravdess,03-01-03-02-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-02-02-01-23.wav,23,03,Happy,16000,1.248,noise_pitch
ravdess,03-01-03-02-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-03-02-02-02-23.wav,23,03,Happy,16000,1.28,noise_pitch
ravdess,03-01-04-01-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-01-01-01-23.wav,23,04,Sad,16000,1.728,noise_pitch
ravdess,03-01-04-01-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-01-01-02-23.wav,23,04,Sad,16000,1.984,noise_pitch
ravdess,03-01-04-01-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-01-02-01-23.wav,23,04,Sad,16000,1.664,noise_pitch
ravdess,03-01-04-01-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-01-02-02-23.wav,23,04,Sad,16000,1.728,noise_pitch
ravdess,03-01-04-02-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-02-01-01-23.wav,23,04,Sad,16000,3.008,noise_pitch
ravdess,03-01-04-02-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-02-01-02-23.wav,23,04,Sad,16000,3.04,noise_pitch
ravdess,03-01-04-02-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-02-02-01-23.wav,23,04,Sad,16000,2.048,noise_pitch
ravdess,03-01-04-02-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-04-02-02-02-23.wav,23,04,Sad,16000,3.328,noise_pitch
ravdess,03-01-05-01-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-01-01-01-23.wav,23,05,Angry,16000,1.28,noise_pitch
ravdess,03-01-05-01-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-01-01-02-23.wav,23,05,Angry,16000,1.376,noise_pitch
ravdess,03-01-05-01-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-01-02-01-23.wav,23,05,Angry,16000,1.344,noise_pitch
ravdess,03-01-05-01-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-01-02-02-23.wav,23,05,Angry,16000,1.376,noise_pitch
ravdess,03-01-05-02-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-02-01-01-23.wav,23,05,Angry,16000,1.44,noise_pitch
ravdess,03-01-05-02-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-02-01-02-23.wav,23,05,Angry,16000,1.312,noise_pitch
ravdess,03-01-05-02-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-02-02-01-23.wav,23,05,Angry,16000,1.248,noise_pitch
ravdess,03-01-05-02-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-05-02-02-02-23.wav,23,05,Angry,16000,1.312,noise_pitch
ravdess,03-01-06-01-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-01-01-01-23.wav,23,06,Fear,16000,1.504,noise_pitch
ravdess,03-01-06-01-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-01-01-02-23.wav,23,06,Fear,16000,1.312,noise_pitch
ravdess,03-01-06-01-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-01-02-01-23.wav,23,06,Fear,16000,1.248,noise_pitch
ravdess,03-01-06-01-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-01-02-02-23.wav,23,06,Fear,16000,1.216,noise_pitch
ravdess,03-01-06-02-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-02-01-01-23.wav,23,06,Fear,16000,1.632,noise_pitch
ravdess,03-01-06-02-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-02-01-02-23.wav,23,06,Fear,16000,1.504,noise_pitch
ravdess,03-01-06-02-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-02-02-01-23.wav,23,06,Fear,16000,1.536,noise_pitch
ravdess,03-01-06-02-02-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-06-02-02-02-23.wav,23,06,Fear,16000,1.6,noise_pitch
ravdess,03-01-07-01-01-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-07-01-01-01-23.wav,23,07,Disgust,16000,1.664,noise_pitch
ravdess,03-01-07-01-01-02-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-07-01-01-02-23.wav,23,07,Disgust,16000,1.664,noise_pitch
ravdess,03-01-07-01-02-01-23.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_23/03-01-07-01-02-01-23.wav,23,07,Disgust,16000,1.536,noise_pitch
